Temperature,Humidity,Air_Pressure,Wind_Speed,Weather_Condition
17.63,69.41,991.01,23.34,Cloudy
29.79,34.63,979.1,8.26,Partly Cloudy
35.22,21.18,1009.33,6.08,Sunny
24.41,93.1,991.93,10.79,Rainy
1.32,70.54,977.29,39.24,Stormy
23.51,77.2,1009.32,15.63,Cloudy
24.35,45.81,986.28,13.57,Partly Cloudy
26.06,19.95,998.43,14.33,Sunny
19.7,97.07,979.15,3.82,Rainy
7.78,83.63,952.22,34.42,Stormy
16.84,59.93,1002.76,17.67,Cloudy
13.21,65.78,990.5,23.28,Partly Cloudy
36.7,38.89,999.94,9.24,Sunny
20.02,90.35,988.54,8.75,Rainy
12.83,52.51,994.1,47.04,Stormy
17.6,64.71,981.71,24.91,Cloudy
12.22,53.61,1017.72,28.36,Partly Cloudy
36.7,29.32,984.67,5.61,Sunny
17.08,96.44,999.98,15.15,Rainy
9.78,75.35,957.5,36.59,Stormy
12.05,71.75,969.61,20.53,Cloudy
23.85,48.37,979.47,12.87,Partly Cloudy
29.8,31.01,984.55,12.44,Sunny
26.42,75.59,998.77,13.37,Rainy
11.22,59.45,957.88,34.73,Stormy
15.49,73.81,1004.28,23.88,Cloudy
11.17,30.46,1018.94,11.98,Partly Cloudy
30.01,26.4,984.1,9.64,Sunny
19.88,88.98,1003.36,3.42,Rainy
13.96,76.53,996.15,34.15,Stormy
19.07,62.12,1006.45,19.09,Cloudy
19.89,66.52,996.4,10.5,Partly Cloudy
34.12,28.72,997.56,7.3,Sunny
29.39,91.98,974.42,4.24,Rainy
14.63,86.32,995.75,36.08,Stormy
21.13,71.42,977.68,18.26,Cloudy
22.55,49.25,1027.9,25.82,Partly Cloudy
37.76,34.1,999.52,5.72,Sunny
27.47,84.71,979.85,10.15,Rainy
2.13,84.58,966.8,35.21,Stormy
24.35,73.31,1007.22,19.36,Cloudy
26.78,60.37,1011.91,29.03,Partly Cloudy
27.87,38.3,996.06,7.93,Sunny
16.84,86.2,994.45,19.95,Rainy
14.63,98.32,967.42,49.83,Stormy
16.83,75.56,972.98,17.59,Cloudy
29.32,67.88,1017.86,24.95,Partly Cloudy
27.65,31.65,1004.72,1.37,Sunny
16.7,73.25,998.97,2.83,Rainy
7.02,67.85,977.53,44.13,Stormy
20.27,65.47,987.86,15.97,Cloudy
27.24,43.23,988.16,23.58,Partly Cloudy
30.4,35.41,993.12,10.53,Sunny
15.68,81.57,983.73,16.33,Rainy
14.51,73.04,991.24,43.99,Stormy
24.51,74.33,964.65,20.7,Cloudy
20.71,30.66,987.59,28.04,Partly Cloudy
38.89,33.97,1019.27,12.1,Sunny
15.15,78.64,971.22,1.88,Rainy
3.28,75.18,992.38,47.24,Stormy
19.24,77.85,990.0,23.34,Cloudy
19.08,41.09,1034.15,14.7,Partly Cloudy
32.55,19.87,1006.51,14.93,Sunny
15.38,97.0,970.16,7.28,Rainy
2.53,87.87,952.53,41.07,Stormy
14.42,54.01,1006.31,13.26,Cloudy
14.47,41.0,1011.07,21.49,Partly Cloudy
25.26,17.26,997.24,4.98,Sunny
28.26,93.63,995.04,6.76,Rainy
10.51,92.18,979.74,45.69,Stormy
21.24,67.15,978.73,21.19,Cloudy
14.14,61.18,1026.32,25.55,Partly Cloudy
32.09,15.77,983.99,11.15,Sunny
28.29,89.53,975.77,18.7,Rainy
14.84,71.67,979.74,45.54,Stormy
21.05,79.03,966.89,18.71,Cloudy
23.84,65.6,1031.19,29.45,Partly Cloudy
32.68,34.92,997.09,6.33,Sunny
18.8,94.55,1009.43,5.13,Rainy
0.84,90.78,981.01,49.19,Stormy
13.78,52.13,989.55,11.28,Cloudy
15.24,35.04,985.69,7.65,Partly Cloudy
39.31,18.36,997.76,13.48,Sunny
25.16,88.54,998.22,16.58,Rainy
13.17,82.13,994.5,40.71,Stormy
14.16,76.4,992.49,23.59,Cloudy
10.8,45.9,1036.35,11.24,Partly Cloudy
39.12,38.62,1015.29,8.46,Sunny
24.7,96.09,1001.04,12.6,Rainy
14.73,84.28,998.77,31.15,Stormy
12.08,63.54,983.09,21.74,Cloudy
13.21,69.04,992.05,15.72,Partly Cloudy
29.12,27.38,982.35,2.25,Sunny
26.19,75.6,979.42,15.86,Rainy
1.4,71.87,951.15,36.94,Stormy
20.48,52.7,1013.3,23.64,Cloudy
12.1,69.63,990.83,7.1,Partly Cloudy
25.08,22.26,1005.19,4.98,Sunny
27.55,91.5,984.01,14.69,Rainy
14.11,54.65,965.31,39.27,Stormy
17.47,66.27,978.04,20.01,Cloudy
22.9,53.11,977.96,16.92,Partly Cloudy
30.34,24.73,1016.87,7.21,Sunny
15.21,83.17,1002.83,15.6,Rainy
7.7,62.49,973.25,41.27,Stormy
25.0,69.33,1001.66,17.37,Cloudy
17.09,62.52,1004.65,29.87,Partly Cloudy
31.86,12.04,1007.3,0.7,Sunny
18.76,80.61,999.58,9.88,Rainy
0.43,80.84,970.57,48.44,Stormy
17.49,71.27,973.13,21.41,Cloudy
24.42,66.16,972.37,16.19,Partly Cloudy
35.19,12.85,996.42,14.13,Sunny
21.54,99.56,972.27,14.36,Rainy
8.72,75.03,998.54,32.59,Stormy
23.44,70.74,975.54,23.53,Cloudy
18.59,62.57,997.22,26.27,Partly Cloudy
34.55,14.23,1005.99,2.87,Sunny
21.18,75.11,970.88,4.24,Rainy
8.05,74.08,975.07,34.95,Stormy
20.28,71.13,981.48,23.22,Cloudy
22.88,58.52,989.41,5.02,Partly Cloudy
37.98,34.67,984.93,5.61,Sunny
24.92,89.56,1004.41,2.81,Rainy
6.45,54.86,969.48,30.3,Stormy
23.47,65.81,1010.99,10.9,Cloudy
14.55,40.38,997.07,25.07,Partly Cloudy
30.8,16.14,982.6,1.19,Sunny
26.4,83.34,999.05,13.65,Rainy
2.03,57.14,987.77,44.43,Stormy
15.67,52.32,960.73,14.32,Cloudy
10.18,39.2,999.37,8.04,Partly Cloudy
26.56,36.89,1003.42,14.02,Sunny
20.19,90.31,978.19,12.37,Rainy
1.94,50.1,996.58,41.1,Stormy
23.9,60.01,979.67,16.01,Cloudy
24.12,52.63,1034.77,5.64,Partly Cloudy
35.62,19.91,987.21,7.66,Sunny
22.58,74.11,978.08,8.16,Rainy
6.13,65.88,957.43,30.09,Stormy
24.55,78.3,989.02,24.93,Cloudy
23.47,32.75,978.24,27.9,Partly Cloudy
34.45,35.3,1015.93,6.72,Sunny
15.73,75.65,972.66,3.77,Rainy
6.16,55.91,958.34,38.92,Stormy
15.1,64.03,985.75,19.67,Cloudy
28.74,34.31,976.95,26.32,Partly Cloudy
32.6,32.99,988.62,12.43,Sunny
28.86,89.06,974.24,17.91,Rainy
11.89,87.54,951.84,45.98,Stormy
12.07,56.67,994.63,13.97,Cloudy
23.23,54.32,977.57,21.4,Partly Cloudy
38.86,14.83,1003.88,5.13,Sunny
21.89,78.61,984.17,0.58,Rainy
14.72,81.24,975.04,37.67,Stormy
18.09,61.4,981.59,16.96,Cloudy
15.52,37.2,1008.96,26.07,Partly Cloudy
27.29,10.98,989.87,14.7,Sunny
27.43,87.88,1007.17,8.91,Rainy
14.75,64.82,962.02,42.76,Stormy
15.67,68.79,978.3,19.27,Cloudy
15.51,32.04,1033.85,27.08,Partly Cloudy
39.56,31.5,1007.31,8.39,Sunny
16.89,75.68,981.58,17.8,Rainy
2.59,96.14,976.14,44.31,Stormy
11.65,58.07,1017.51,13.99,Cloudy
15.93,37.9,979.04,10.83,Partly Cloudy
34.63,23.66,1002.15,1.84,Sunny
27.03,93.52,970.86,7.67,Rainy
1.03,89.61,986.86,48.04,Stormy
13.55,63.69,971.07,15.57,Cloudy
20.44,32.13,1020.04,18.58,Partly Cloudy
37.43,18.15,1016.13,14.98,Sunny
28.79,93.34,1002.49,11.47,Rainy
2.85,83.85,985.64,49.71,Stormy
18.12,58.14,1001.02,24.69,Cloudy
13.54,43.04,1007.93,9.26,Partly Cloudy
25.33,20.11,1014.61,0.65,Sunny
21.43,92.87,1008.13,19.71,Rainy
6.33,97.52,951.77,44.92,Stormy
19.64,57.49,990.44,11.94,Cloudy
27.43,44.32,1013.82,8.97,Partly Cloudy
28.09,39.76,1010.12,14.43,Sunny
19.44,74.94,990.12,9.89,Rainy
2.62,86.66,968.09,33.73,Stormy
14.98,66.91,1003.59,17.23,Cloudy
20.51,35.56,1034.03,28.22,Partly Cloudy
35.25,10.53,1001.48,9.44,Sunny
29.92,99.88,1004.3,1.28,Rainy
14.3,80.63,990.04,38.14,Stormy
14.8,63.9,968.81,15.36,Cloudy
27.15,31.52,980.56,8.13,Partly Cloudy
31.05,39.91,986.93,2.18,Sunny
28.73,96.46,971.29,15.03,Rainy
9.83,88.39,974.73,49.83,Stormy
10.66,57.03,983.79,16.75,Cloudy
28.43,52.4,973.16,15.2,Partly Cloudy
31.25,38.96,1003.97,9.53,Sunny
25.7,93.1,995.4,4.74,Rainy
13.11,86.61,987.09,49.93,Stormy
22.04,74.87,1017.08,12.27,Cloudy
19.95,53.22,993.05,25.99,Partly Cloudy
36.44,31.63,1019.89,3.89,Sunny
26.03,86.54,982.52,3.21,Rainy
13.44,79.77,991.25,40.91,Stormy
13.3,60.13,982.89,24.59,Cloudy
10.11,69.43,1038.63,29.9,Partly Cloudy
32.15,38.91,995.82,0.39,Sunny
18.37,98.36,970.55,10.92,Rainy
1.13,64.32,954.4,47.19,Stormy
18.87,77.06,1001.3,24.57,Cloudy
20.2,55.55,1010.34,17.11,Partly Cloudy
37.69,29.34,1012.05,11.8,Sunny
17.87,89.5,977.99,11.67,Rainy
10.16,99.86,951.53,31.82,Stormy
11.16,61.95,1009.3,22.66,Cloudy
24.74,65.88,992.6,7.2,Partly Cloudy
25.87,35.56,1009.22,10.48,Sunny
20.1,81.4,1008.32,1.28,Rainy
11.61,65.48,951.95,44.85,Stormy
14.96,71.66,1002.46,18.02,Cloudy
25.55,53.24,990.06,23.35,Partly Cloudy
33.84,10.38,1016.07,8.18,Sunny
28.03,96.48,987.8,10.15,Rainy
6.24,72.47,994.76,45.76,Stormy
11.9,68.31,1019.75,18.93,Cloudy
25.72,60.76,994.52,14.3,Partly Cloudy
35.86,25.0,1002.82,10.69,Sunny
26.66,78.15,975.87,5.84,Rainy
7.61,67.11,978.42,31.07,Stormy
17.65,61.04,992.08,16.34,Cloudy
15.68,66.16,982.93,22.03,Partly Cloudy
38.87,26.16,1015.06,1.87,Sunny
22.41,83.71,970.32,8.87,Rainy
5.54,83.49,996.92,31.72,Stormy
14.91,63.32,987.31,21.62,Cloudy
18.87,31.09,1019.71,27.12,Partly Cloudy
32.71,27.43,986.52,3.31,Sunny
18.53,82.92,1007.13,10.44,Rainy
2.88,63.3,969.2,42.47,Stormy
16.6,61.77,993.88,13.63,Cloudy
11.58,30.98,987.59,7.29,Partly Cloudy
30.05,33.19,1008.65,9.16,Sunny
27.79,78.46,1005.4,7.98,Rainy
6.01,70.27,954.9,49.51,Stormy
12.08,60.23,979.16,11.12,Cloudy
13.05,31.79,990.47,26.67,Partly Cloudy
30.09,13.71,1005.83,14.95,Sunny
18.48,78.39,1008.87,3.58,Rainy
7.67,61.98,996.62,49.63,Stormy
22.22,59.44,984.21,13.63,Cloudy
27.82,66.58,999.32,21.41,Partly Cloudy
27.48,23.05,1005.26,5.78,Sunny
20.36,70.03,1002.17,17.79,Rainy
14.54,85.96,977.44,35.39,Stormy
24.99,67.69,1000.87,20.24,Cloudy
26.91,30.39,985.42,21.64,Partly Cloudy
38.43,30.56,996.54,5.42,Sunny
26.07,92.24,994.28,5.83,Rainy
13.88,77.59,989.52,34.29,Stormy
15.16,76.24,963.01,17.68,Cloudy
19.63,60.05,989.73,10.48,Partly Cloudy
38.89,27.15,984.19,2.9,Sunny
29.98,75.87,994.42,8.4,Rainy
13.28,87.76,979.85,30.21,Stormy
23.2,63.34,1015.89,17.43,Cloudy
23.88,32.77,1022.16,13.45,Partly Cloudy
30.27,13.56,985.87,2.79,Sunny
19.92,96.76,984.73,14.49,Rainy
1.24,79.55,974.09,49.56,Stormy
22.69,63.64,1006.51,12.9,Cloudy
21.25,32.98,994.37,10.65,Partly Cloudy
35.78,24.7,1010.04,7.73,Sunny
16.3,92.06,1003.33,18.07,Rainy
8.58,87.68,987.6,33.11,Stormy
12.46,52.13,979.19,17.1,Cloudy
29.96,47.24,1020.84,22.33,Partly Cloudy
28.07,11.76,1001.84,10.5,Sunny
29.97,80.76,1005.85,7.64,Rainy
10.34,79.91,952.65,31.57,Stormy
10.31,61.13,1004.75,12.59,Cloudy
22.12,41.55,1025.79,24.96,Partly Cloudy
36.63,25.75,991.38,12.14,Sunny
17.79,78.69,977.36,13.48,Rainy
10.29,82.63,970.78,32.0,Stormy
23.67,65.23,984.42,18.83,Cloudy
13.86,35.3,998.39,10.68,Partly Cloudy
28.66,36.78,1001.23,7.25,Sunny
25.34,98.55,974.49,16.67,Rainy
8.76,57.31,964.86,39.65,Stormy
20.37,57.28,992.09,20.27,Cloudy
18.97,64.52,1030.86,16.77,Partly Cloudy
39.59,12.27,980.13,5.71,Sunny
24.02,88.88,989.06,2.5,Rainy
2.56,92.61,993.4,43.48,Stormy
19.96,67.93,972.18,16.42,Cloudy
23.92,51.49,971.3,28.84,Partly Cloudy
37.67,17.82,1004.66,13.85,Sunny
16.44,85.09,988.25,8.2,Rainy
12.53,69.03,953.18,31.32,Stormy
10.64,62.27,1003.1,13.06,Cloudy
22.93,57.48,987.86,20.01,Partly Cloudy
35.27,24.0,993.47,9.29,Sunny
29.67,82.81,985.67,9.29,Rainy
1.14,77.66,966.43,32.43,Stormy
16.99,50.1,984.11,11.59,Cloudy
10.49,62.98,1034.14,10.19,Partly Cloudy
33.09,18.34,999.74,6.55,Sunny
19.04,91.01,975.06,1.06,Rainy
11.52,83.3,974.93,39.36,Stormy
17.46,63.11,983.57,17.5,Cloudy
20.57,57.68,1019.78,14.44,Partly Cloudy
31.2,21.21,1001.46,6.8,Sunny
28.34,90.89,1005.95,14.18,Rainy
14.56,81.79,998.18,33.16,Stormy
10.79,67.37,1019.01,16.26,Cloudy
14.24,50.86,1015.42,12.88,Partly Cloudy
35.72,39.25,1015.88,4.37,Sunny
19.9,81.15,985.78,2.01,Rainy
11.43,68.27,993.99,48.54,Stormy
10.37,79.66,1002.6,17.81,Cloudy
17.79,50.74,992.72,20.57,Partly Cloudy
26.39,28.63,991.01,0.26,Sunny
23.29,87.35,987.06,1.45,Rainy
13.4,80.57,955.79,40.22,Stormy
17.46,51.81,996.41,22.12,Cloudy
24.98,38.12,1030.36,13.56,Partly Cloudy
39.2,12.15,999.45,8.96,Sunny
18.71,93.14,995.08,0.36,Rainy
9.13,74.57,959.8,49.91,Stormy
23.46,58.78,992.46,14.75,Cloudy
25.51,67.21,995.12,25.14,Partly Cloudy
32.48,21.9,1017.54,7.66,Sunny
22.01,90.17,980.45,6.5,Rainy
13.98,83.93,991.33,35.42,Stormy
18.16,79.14,979.12,12.41,Cloudy
20.22,45.51,981.17,27.21,Partly Cloudy
39.86,27.06,1010.99,12.89,Sunny
25.51,71.32,976.31,1.42,Rainy
0.15,65.3,969.62,34.82,Stormy
10.97,65.9,976.4,21.94,Cloudy
10.16,63.7,1036.83,22.9,Partly Cloudy
36.0,38.01,988.36,14.92,Sunny
26.6,91.8,984.44,10.92,Rainy
9.81,81.02,985.25,31.65,Stormy
15.33,63.02,975.64,12.59,Cloudy
12.78,44.66,1004.54,6.57,Partly Cloudy
39.2,32.96,1009.23,2.59,Sunny
24.06,85.89,1009.3,14.95,Rainy
8.64,92.54,957.75,30.3,Stormy
20.35,52.95,966.93,21.17,Cloudy
15.41,55.15,1034.22,12.91,Partly Cloudy
28.26,13.2,985.22,0.93,Sunny
16.31,82.96,982.83,14.13,Rainy
13.05,89.24,976.53,32.05,Stormy
20.65,60.88,965.14,22.64,Cloudy
16.76,38.73,1031.0,27.55,Partly Cloudy
30.08,20.64,1003.19,11.0,Sunny
15.95,87.8,1008.11,5.24,Rainy
13.63,97.51,963.46,45.08,Stormy
13.58,72.13,1007.85,13.71,Cloudy
24.32,62.48,995.1,9.19,Partly Cloudy
26.38,27.26,1019.12,12.34,Sunny
21.54,86.1,981.18,3.26,Rainy
7.23,73.18,976.1,49.06,Stormy
19.06,68.17,967.68,24.95,Cloudy
25.46,65.09,999.0,17.55,Partly Cloudy
32.83,15.82,1007.58,13.54,Sunny
17.46,72.59,999.53,5.46,Rainy
9.36,84.79,966.1,46.3,Stormy
18.25,76.07,1005.8,23.03,Cloudy
10.4,39.74,976.3,16.05,Partly Cloudy
38.35,24.03,1013.99,4.91,Sunny
20.09,96.87,987.03,15.8,Rainy
3.55,97.44,978.73,45.19,Stormy
11.34,64.78,1014.06,23.16,Cloudy
10.94,42.15,1001.03,9.31,Partly Cloudy
35.95,15.54,993.87,9.95,Sunny
22.23,92.16,1008.45,2.33,Rainy
10.64,61.52,970.72,30.66,Stormy
12.04,59.59,980.52,23.49,Cloudy
24.84,68.89,1011.94,11.04,Partly Cloudy
29.91,19.6,993.06,10.09,Sunny
22.96,81.56,975.96,0.44,Rainy
3.28,55.37,989.27,32.25,Stormy
20.86,61.57,964.4,22.19,Cloudy
21.59,39.43,1032.63,6.13,Partly Cloudy
28.03,32.56,1008.38,4.34,Sunny
15.93,95.74,982.55,3.91,Rainy
7.74,95.51,952.18,45.32,Stormy
18.59,62.76,1004.64,24.49,Cloudy
14.58,35.75,1033.9,21.72,Partly Cloudy
31.57,27.2,1009.82,11.6,Sunny
28.8,82.81,981.74,12.79,Rainy
6.24,79.73,971.0,33.06,Stormy
17.04,70.73,1007.96,17.4,Cloudy
13.3,46.59,1025.04,15.32,Partly Cloudy
35.45,25.22,989.65,11.94,Sunny
16.26,85.75,978.36,1.34,Rainy
7.54,74.98,985.35,44.9,Stormy
20.92,62.29,997.9,18.65,Cloudy
18.43,53.89,1036.31,9.82,Partly Cloudy
38.59,11.6,992.34,4.32,Sunny
24.4,73.94,1005.29,16.57,Rainy
9.78,72.92,996.65,46.61,Stormy
17.49,71.06,994.02,18.82,Cloudy
16.62,48.48,975.47,13.93,Partly Cloudy
35.44,38.6,1018.52,8.34,Sunny
24.1,75.57,997.81,1.41,Rainy
4.27,83.42,965.52,31.0,Stormy
22.48,59.31,963.79,11.12,Cloudy
15.04,37.12,1024.2,13.04,Partly Cloudy
37.07,15.22,999.72,10.32,Sunny
24.78,88.03,1006.99,4.57,Rainy
7.41,94.2,953.89,31.12,Stormy
13.5,68.99,975.59,12.85,Cloudy
19.18,54.54,987.4,12.52,Partly Cloudy
34.2,38.37,1006.99,11.74,Sunny
20.5,78.17,988.17,16.14,Rainy
6.84,92.34,999.44,31.44,Stormy
10.68,54.49,983.06,11.97,Cloudy
27.41,30.93,992.11,9.62,Partly Cloudy
38.97,30.08,1016.48,14.58,Sunny
22.46,77.03,977.75,4.46,Rainy
10.63,52.02,952.57,42.16,Stormy
19.63,69.96,982.31,22.09,Cloudy
20.67,34.22,1025.8,28.83,Partly Cloudy
25.9,21.74,999.5,2.2,Sunny
28.02,78.52,1001.32,13.42,Rainy
8.97,59.61,961.04,30.95,Stormy
13.61,60.36,1009.99,15.5,Cloudy
25.09,47.58,1024.94,29.41,Partly Cloudy
28.6,35.87,1004.87,12.26,Sunny
24.77,82.72,979.12,1.4,Rainy
8.03,99.52,986.9,36.55,Stormy
22.41,73.07,976.9,10.21,Cloudy
12.36,65.09,1028.56,12.38,Partly Cloudy
29.28,33.79,1017.51,11.69,Sunny
24.08,77.28,991.03,4.67,Rainy
12.12,69.35,991.68,37.63,Stormy
22.36,60.0,986.41,19.23,Cloudy
11.41,67.93,1010.15,17.7,Partly Cloudy
37.59,35.97,1000.89,13.91,Sunny
15.97,73.4,993.87,7.08,Rainy
6.96,66.4,970.24,46.45,Stormy
18.9,79.92,1007.21,14.1,Cloudy
15.29,43.44,1029.03,5.68,Partly Cloudy
28.45,37.15,1005.6,3.4,Sunny
18.29,95.88,1005.75,5.12,Rainy
6.31,91.73,988.55,46.28,Stormy
17.78,77.35,979.56,12.35,Cloudy
24.17,51.57,1029.82,7.03,Partly Cloudy
37.66,18.8,1006.19,0.6,Sunny
24.14,91.52,984.75,4.31,Rainy
8.06,91.66,966.18,35.05,Stormy
14.18,78.47,981.56,10.05,Cloudy
25.63,57.97,979.0,29.62,Partly Cloudy
34.12,25.02,995.29,13.48,Sunny
18.66,78.57,974.9,15.18,Rainy
8.93,80.45,960.92,43.02,Stormy
21.48,60.74,1008.08,15.23,Cloudy
25.16,31.35,1008.58,29.24,Partly Cloudy
39.72,18.45,997.66,0.94,Sunny
28.1,87.06,985.4,2.26,Rainy
14.2,76.51,964.15,37.0,Stormy
14.06,68.05,1015.8,22.85,Cloudy
19.21,63.06,999.62,11.31,Partly Cloudy
39.75,19.12,992.95,14.85,Sunny
17.01,92.82,1007.43,10.24,Rainy
0.04,68.75,955.58,38.32,Stormy
21.85,63.16,985.92,18.35,Cloudy
21.63,64.25,991.58,25.54,Partly Cloudy
33.49,19.02,991.81,5.42,Sunny
24.34,76.92,1006.81,11.5,Rainy
13.8,52.32,967.13,30.46,Stormy
14.08,75.86,962.2,16.54,Cloudy
12.35,46.67,1028.72,20.58,Partly Cloudy
36.05,20.47,1017.78,10.64,Sunny
21.33,82.79,1006.75,11.53,Rainy
10.6,70.85,961.18,44.47,Stormy
19.12,65.04,997.44,13.12,Cloudy
25.88,67.93,1032.38,13.04,Partly Cloudy
31.09,34.25,1003.8,8.22,Sunny
28.9,86.08,990.6,0.84,Rainy
1.04,50.37,995.66,38.17,Stormy
17.03,75.36,996.55,19.14,Cloudy
15.93,63.36,981.61,6.33,Partly Cloudy
27.87,18.03,991.29,10.06,Sunny
18.27,90.3,973.65,2.94,Rainy
7.63,96.09,992.98,49.38,Stormy
19.76,70.27,997.5,19.34,Cloudy
12.94,51.75,997.02,16.06,Partly Cloudy
32.85,13.85,994.38,0.95,Sunny
29.7,73.56,980.34,17.83,Rainy
7.24,56.78,969.21,32.32,Stormy
13.0,51.56,986.29,22.1,Cloudy
21.72,54.25,984.04,13.6,Partly Cloudy
37.68,12.64,1014.32,7.26,Sunny
27.56,79.54,983.55,15.03,Rainy
11.77,61.48,998.64,31.69,Stormy
11.03,67.87,1003.36,24.41,Cloudy
18.1,31.01,1012.2,12.24,Partly Cloudy
31.49,24.65,982.58,7.29,Sunny
21.39,91.38,995.83,3.7,Rainy
3.09,62.55,958.95,43.14,Stormy
24.92,69.56,996.4,16.15,Cloudy
16.25,66.44,1037.83,17.42,Partly Cloudy
29.35,33.1,985.3,11.48,Sunny
27.28,73.75,1009.07,19.71,Rainy
14.05,74.8,962.3,41.64,Stormy
16.3,56.18,985.42,19.96,Cloudy
11.42,43.34,971.25,23.74,Partly Cloudy
34.61,11.88,1018.59,0.34,Sunny
23.85,93.29,1001.52,0.69,Rainy
13.6,95.92,978.07,39.64,Stormy
10.67,66.86,984.56,21.59,Cloudy
18.08,57.34,977.1,8.32,Partly Cloudy
27.1,11.37,1001.65,11.91,Sunny
24.16,87.25,997.22,6.79,Rainy
5.43,65.71,985.61,33.23,Stormy
10.2,67.89,1016.54,19.14,Cloudy
25.66,56.91,1004.82,22.96,Partly Cloudy
37.36,16.74,993.45,3.36,Sunny
21.78,96.55,983.81,7.49,Rainy
12.91,75.77,976.77,47.22,Stormy
17.36,70.45,965.14,12.68,Cloudy
18.09,49.79,1037.6,29.27,Partly Cloudy
37.77,19.47,1018.56,10.34,Sunny
20.89,91.05,970.66,2.92,Rainy
12.45,82.28,968.21,40.01,Stormy
23.58,68.95,983.89,11.8,Cloudy
15.87,69.13,1000.62,16.8,Partly Cloudy
32.48,36.52,1004.16,10.41,Sunny
20.84,70.87,1007.24,18.98,Rainy
14.24,97.18,990.76,43.69,Stormy
22.67,68.02,968.06,15.87,Cloudy
29.43,44.05,1030.75,7.33,Partly Cloudy
30.01,20.53,982.06,1.79,Sunny
17.9,95.13,972.54,5.97,Rainy
0.15,84.78,981.02,42.9,Stormy
15.62,56.25,1003.22,22.17,Cloudy
12.77,49.47,987.41,9.2,Partly Cloudy
36.01,26.14,988.65,4.65,Sunny
29.5,95.46,1005.2,9.2,Rainy
9.36,68.84,953.89,38.02,Stormy
18.91,58.61,1010.88,12.27,Cloudy
17.34,35.0,998.34,5.99,Partly Cloudy
29.09,22.02,999.13,8.16,Sunny
19.12,85.69,990.36,6.32,Rainy
12.45,77.28,966.61,48.95,Stormy
22.68,79.48,1001.53,15.67,Cloudy
15.62,56.53,1038.66,20.67,Partly Cloudy
38.22,19.87,996.28,13.59,Sunny
26.35,99.44,1000.99,8.97,Rainy
7.97,95.03,977.58,35.11,Stormy
16.53,65.49,965.8,21.16,Cloudy
12.19,46.2,1026.32,16.69,Partly Cloudy
37.63,20.26,1018.31,3.14,Sunny
15.57,96.17,1000.09,4.64,Rainy
14.77,75.11,997.55,40.1,Stormy
17.08,63.47,980.09,18.01,Cloudy
19.05,31.47,988.23,10.33,Partly Cloudy
38.01,27.97,1010.55,14.35,Sunny
24.66,99.48,982.47,3.73,Rainy
6.05,73.54,994.77,41.2,Stormy
14.38,72.28,990.35,12.43,Cloudy
21.54,66.46,1028.98,19.67,Partly Cloudy
30.66,12.61,998.79,11.28,Sunny
20.4,77.06,1007.26,16.43,Rainy
9.57,56.84,957.25,32.06,Stormy
19.24,53.47,1010.56,24.89,Cloudy
17.33,48.15,1019.82,28.43,Partly Cloudy
38.41,11.73,986.76,11.32,Sunny
25.33,74.0,990.08,15.62,Rainy
3.28,93.56,952.65,45.64,Stormy
19.24,59.46,1003.26,21.74,Cloudy
28.68,44.71,1018.02,20.07,Partly Cloudy
32.88,36.71,980.13,4.23,Sunny
23.07,75.35,1006.31,12.95,Rainy
7.17,90.74,972.54,41.17,Stormy
10.04,60.97,968.33,20.35,Cloudy
19.58,42.07,1002.75,10.24,Partly Cloudy
38.88,11.62,1014.62,7.67,Sunny
24.28,79.08,1008.67,5.64,Rainy
8.83,99.67,994.05,40.73,Stormy
24.86,71.04,972.52,16.08,Cloudy
16.69,43.76,1023.23,19.61,Partly Cloudy
25.57,36.32,991.87,14.96,Sunny
29.31,98.22,1002.45,4.41,Rainy
7.99,61.22,962.98,42.22,Stormy
10.61,79.08,1015.12,15.71,Cloudy
20.31,48.64,1031.75,22.22,Partly Cloudy
29.17,23.41,997.16,14.39,Sunny
17.63,72.69,1005.22,17.93,Rainy
13.08,75.55,982.99,41.27,Stormy
11.04,67.88,960.82,14.87,Cloudy
28.65,42.16,1035.79,11.25,Partly Cloudy
29.72,28.85,1010.47,7.52,Sunny
28.23,71.21,1006.89,3.93,Rainy
13.26,70.04,991.64,43.43,Stormy
12.64,77.54,974.73,13.66,Cloudy
26.28,34.23,985.54,17.59,Partly Cloudy
37.46,14.42,1001.91,10.67,Sunny
27.91,98.07,1001.39,13.06,Rainy
6.5,55.61,985.49,49.85,Stormy
21.05,50.5,989.78,19.22,Cloudy
23.79,58.79,1009.07,10.58,Partly Cloudy
39.13,30.9,989.47,4.83,Sunny
28.83,96.62,986.21,0.77,Rainy
0.73,64.2,981.46,41.68,Stormy
19.51,71.52,961.14,11.58,Cloudy
17.19,36.19,975.27,21.02,Partly Cloudy
37.23,32.58,1012.68,9.99,Sunny
26.03,78.15,1009.72,3.66,Rainy
3.22,64.45,998.77,49.77,Stormy
21.92,68.87,991.2,24.56,Cloudy
23.91,67.79,992.16,13.34,Partly Cloudy
37.82,14.5,1017.84,7.61,Sunny
28.9,80.1,998.64,9.66,Rainy
9.4,75.22,998.36,43.84,Stormy
13.77,77.29,977.64,15.57,Cloudy
12.04,66.0,990.03,11.47,Partly Cloudy
38.8,34.17,985.64,11.54,Sunny
28.7,72.36,1003.01,10.95,Rainy
10.04,74.64,984.89,30.68,Stormy
